Key,Summary,Issue Type,Priority,Status,Story Points,Component,Labels,Assignee,Reporter,Description,Steps,Expected Result,Test Type,Test Data
TC-858,Verify User Profile - Close City equals with SQL injection,Test Case,High,To Do,7,Web App,"User Profile,Decision Table,Regression",Unassigned,QA Team,"Verify User Profile - Close City equals with SQL injection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Close City field
3. Leave City with test data
4. Select Submit button
5. Verify equals

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Close City field
3. Leave City with test data
4. Select Submit button
5. Verify equals",User is redirected to dashboard,Decision Table,Valid
TC-859,Verify Cache - Validate Radio Button is within range with special characters,Test Case,High,To Do,8,Web App,"Cache,Compatibility,Regression",QA Team,QA Team,"Verify Cache - Validate Radio Button is within range with special characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Validate Radio Button field
3. Leave Radio Button with test data
4. Submit Submit button
5. Verify is within range

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Validate Radio Button field
3. Leave Radio Button with test data
4. Submit Submit button
5. Verify is within range",User is redirected to dashboard,Compatibility,Valid
TC-860,Verify Forgot Password - Verify City is invalid with browser close,Test Case,Low,To Do,4,Web App,"Forgot Password,Equivalence Partitioning,Regression",Automation Team,QA Team,"Verify Forgot Password - Verify City is invalid with browser close

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Verify City field
3. Leave City with test data
4. Click Cancel button
5. Verify is invalid

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Verify City field
3. Leave City with test data
4. Click Cancel button
5. Verify is invalid",Data is saved successfully,Equivalence Partitioning,Valid
TC-861,Verify AJAX Calls - Edit Phone Number is enabled with browser close,Test Case,High,To Do,8,Web App,"AJAX Calls,Boundary,Regression",QA Team,QA Team,"Verify AJAX Calls - Edit Phone Number is enabled with browser close

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Edit Phone Number field
3. Leave Phone Number with test data
4. Click Next button
5. Verify is enabled

**Expected Result:** Error message 'Passwords do not match' is displayed","1. Navigate to app.vwo.com
2. Edit Phone Number field
3. Leave Phone Number with test data
4. Click Next button
5. Verify is enabled",Error message 'Passwords do not match' is displayed,Boundary,Valid
TC-862,Verify Session Management - Verify Checkbox is valid with concurrent requests,Test Case,High,To Do,6,Web App,"Session Management,UI,Regression",QA Team,QA Team,"Verify Session Management - Verify Checkbox is valid with concurrent requests

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Verify Checkbox field
3. Clear Checkbox with test data
4. Select Cancel button
5. Verify is valid

**Expected Result:** Checkbox is valid","1. Navigate to app.vwo.com
2. Verify Checkbox field
3. Clear Checkbox with test data
4. Select Cancel button
5. Verify is valid",Checkbox is valid,UI,Boundary
TC-863,Verify Success Messages - Focus Password is optional with minimum characters,Test Case,Low,To Do,6,Web App,"Success Messages,Negative,Regression",QA Team,QA Team,"Verify Success Messages - Focus Password is optional with minimum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Focus Password field
3. Leave Password with test data
4. Submit Save button
5. Verify is optional

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Focus Password field
3. Leave Password with test data
4. Submit Save button
5. Verify is optional",Validation error is shown,Negative,Null
TC-864,Verify Responsive Design - Refresh Confirm Password is enabled with slow connection,Test Case,Low,To Do,4,Web App,"Responsive Design,State Transition,Regression",Unassigned,QA Team,"Verify Responsive Design - Refresh Confirm Password is enabled with slow connection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Refresh Confirm Password field
3. Leave Confirm Password with test data
4. Select Cancel button
5. Verify is enabled

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Refresh Confirm Password field
3. Leave Confirm Password with test data
4. Select Cancel button
5. Verify is enabled",Validation error is shown,State Transition,Invalid
TC-865,Verify Email Verification - Focus First Name is outside range with concurrent requests,Test Case,High,To Do,1,Web App,"Email Verification,Exploratory,Regression",Automation Team,QA Team,"Verify Email Verification - Focus First Name is outside range with concurrent requests

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Focus First Name field
3. Leave First Name with test data
4. Submit Next button
5. Verify is outside range

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Focus First Name field
3. Leave First Name with test data
4. Submit Next button
5. Verify is outside range",Validation error is shown,Exploratory,Boundary
TC-866,Verify Loading States - Minimize State is less than with minimum characters,Test Case,Medium,To Do,8,Web App,"Loading States,Security,Regression",Automation Team,QA Team,"Verify Loading States - Minimize State is less than with minimum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Minimize State field
3. Leave State with test data
4. Click Save button
5. Verify is less than

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Minimize State field
3. Leave State with test data
4. Click Save button
5. Verify is less than",Success message is displayed,Security,Null
TC-867,Verify AJAX Calls - Download Date of Birth is visible with multiple tabs,Test Case,Medium,To Do,8,Web App,"AJAX Calls,Use Case,Regression",Automation Team,QA Team,"Verify AJAX Calls - Download Date of Birth is visible with multiple tabs

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Download Date of Birth field
3. Fill in Date of Birth with test data
4. Select Next button
5. Verify is visible

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Download Date of Birth field
3. Fill in Date of Birth with test data
4. Select Next button
5. Verify is visible",User is redirected to dashboard,Use Case,Boundary
TC-868,Verify Loading States - Edit Company Name is disabled during network failure,Test Case,Low,To Do,3,Web App,"Loading States,Decision Table,Regression",Automation Team,QA Team,"Verify Loading States - Edit Company Name is disabled during network failure

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Edit Company Name field
3. Leave Company Name with test data
4. Select Register button
5. Verify is disabled

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Edit Company Name field
3. Leave Company Name with test data
4. Select Register button
5. Verify is disabled",Data is saved successfully,Decision Table,Valid
TC-869,Verify Network Requests - Close State contains with minimum characters,Test Case,Medium,To Do,1,Web App,"Network Requests,Decision Table,Regression",Automation Team,QA Team,"Verify Network Requests - Close State contains with minimum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Close State field
3. Fill in State with test data
4. Submit Register button
5. Verify contains

**Expected Result:** State contains","1. Navigate to app.vwo.com
2. Close State field
3. Fill in State with test data
4. Submit Register button
5. Verify contains",State contains,Decision Table,Boundary
TC-870,Verify Accessibility - Upload Username is required with maximum characters,Test Case,Low,To Do,2,Web App,"Accessibility,State Transition,Regression",QA Team,QA Team,"Verify Accessibility - Upload Username is required with maximum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Upload Username field
3. Leave Username with test data
4. Submit Save button
5. Verify is required

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Upload Username field
3. Leave Username with test data
4. Submit Save button
5. Verify is required",Data is saved successfully,State Transition,Valid
TC-871,Verify Authorization - Validate Security Question is expanded with multiple tabs,Test Case,Medium,To Do,1,Web App,"Authorization,Functional,Regression",Unassigned,QA Team,"Verify Authorization - Validate Security Question is expanded with multiple tabs

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Validate Security Question field
3. Fill in Security Question with test data
4. Click Register button
5. Verify is expanded

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Validate Security Question field
3. Fill in Security Question with test data
4. Click Register button
5. Verify is expanded",Data is saved successfully,Functional,Valid
TC-872,Verify Page Load Time - Hover Text Area is visible with maximum characters,Test Case,High,To Do,2,Web App,"Page Load Time,Decision Table,Regression",Unassigned,QA Team,"Verify Page Load Time - Hover Text Area is visible with maximum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Hover Text Area field
3. Fill in Text Area with test data
4. Select Save button
5. Verify is visible

**Expected Result:** Error message 'Server error' is displayed","1. Navigate to app.vwo.com
2. Hover Text Area field
3. Fill in Text Area with test data
4. Select Save button
5. Verify is visible",Error message 'Server error' is displayed,Decision Table,Invalid
TC-873,Verify AJAX Calls - Close Password is optional with multiple tabs,Test Case,Medium,To Do,8,Web App,"AJAX Calls,Negative,Regression",Automation Team,QA Team,"Verify AJAX Calls - Close Password is optional with multiple tabs

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Close Password field
3. Clear Password with test data
4. Select Save button
5. Verify is optional

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Close Password field
3. Clear Password with test data
4. Select Save button
5. Verify is optional",Validation error is shown,Negative,Valid
TC-874,Verify Local Storage - Verify Last Name is valid with page refresh,Test Case,Medium,To Do,8,Web App,"Local Storage,Boundary,Regression",Unassigned,QA Team,"Verify Local Storage - Verify Last Name is valid with page refresh

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Verify Last Name field
3. Fill in Last Name with test data
4. Click Next button
5. Verify is valid

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Verify Last Name field
3. Fill in Last Name with test data
4. Click Next button
5. Verify is valid",Validation error is shown,Boundary,Boundary
